request_method,uri,url_length,num_parameters,special_char_count,path_depth,has_encoded_chars,request_rate,response_code,user_agent_entropy,attack_type
GET,/app/login?q=id=1',18,2,1,2,0,35,500,1.7035957277651277,SQL Injection
POST,/app/login?q=alert(1),21,1,2,2,0,65,500,4.319119716016591,XSS
POST,/app/home?id=929,16,1,0,2,0,55,200,2.7919597493167028,Normal
GET,/app/login?q=id=1',18,2,1,2,0,49,500,3.3375007316363785,XSS
GET,/app/calc?formula=x*y-z&ref=351,31,3,2,2,0,53,200,4.755205227440206,Normal
POST,/app/home?id=370,16,1,0,2,0,97,200,3.8471613903773667,Normal
GET,/app/home?id=630,16,1,0,2,0,37,200,2.0061092326951937,Normal
GET,/app/home?id=256,16,1,0,2,0,51,200,1.6681349437270985,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,21,403,4.141561206931504,SQL Injection
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,64,200,1.7812201260783018,SQL Injection
GET,/app/search?q=| whoami,22,1,1,2,0,10,500,3.414241990033666,XSS
GET,/app/profile?name=O'Brian&ref=526,33,3,1,2,0,83,200,4.604665563806904,Normal
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,94,500,2.797974348076877,SQL Injection
GET,/app/home?id=15,15,1,0,2,0,92,200,2.7467698625318686,Normal
GET,/app/home?id=868,16,1,0,2,0,94,200,2.670785626591422,Normal
POST,/app/home?id=2,14,1,0,2,0,82,200,4.279286707195942,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,13,403,4.557727477625616,RCE
POST,/app/forum?tag=#security&ref=420,32,3,0,2,0,48,200,1.8703684306307529,Normal
POST,/app/home?id=487,16,1,0,2,0,36,200,1.032218225063942,Normal
POST,/app/search?q=c++_programming&ref=753,37,3,0,2,0,49,200,3.7092130738870672,Normal
GET,/app/home?id=732,16,1,0,2,0,68,200,4.81164826530498,Normal
POST,/app/login?q=id=1',18,2,1,2,0,24,403,2.514817541676117,SQL Injection
GET,/app/home?id=292,16,1,0,2,0,42,200,2.327189934837798,Normal
GET,/app/home?id=695,16,1,0,2,0,25,200,3.2490433145215594,Normal
GET,/app/home?id=24,15,1,0,2,0,43,200,3.7081332324227385,Normal
POST,/app/home?id=542,16,1,0,2,0,97,200,4.612843064655793,Normal
GET,/app/home?id=915,16,1,0,2,0,92,200,2.229672148431246,Normal
POST,/app/home?id=744,16,1,0,2,0,40,200,1.5063290195916759,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,26,200,1.5614318834097176,RCE
POST,/app/note?txt=hello_world!&ref=498,34,3,1,2,0,64,200,1.4740824216348924,Normal
GET,/app/home?id=678,16,1,0,2,0,15,200,2.4211417190820566,Normal
POST,/app/search?q=union+jack&ref=897,32,3,0,2,0,69,200,2.0387968694432104,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,91,200,2.7436176570741435,RCE
GET,/app/home?id=737,16,1,0,2,0,72,200,1.0642623679927992,Normal
GET,/app/home?id=814,16,1,0,2,0,6,200,4.238570612010507,Normal
GET,/app/shop?filter=price>100&ref=867,34,3,1,2,0,91,200,3.518830613333515,Normal
POST,/app/search%3Fq%3Dcat%20/etc/shadow,35,0,0,4,1,78,200,1.1771814772211089,SQL Injection
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,56,403,1.1435025302598567,SQL Injection
POST,/app/login%3Fq%3Dadmin%27--,27,0,2,2,1,25,403,1.361381414796465,XSS
POST,/app/home?id=892,16,1,0,2,0,30,200,1.4652947847699815,Normal
GET,/app/home?id=357,16,1,0,2,0,99,200,4.324014063765301,Normal
POST,/app/home?id=314,16,1,0,2,0,62,200,3.9020042336121423,Normal
GET,/app/home?id=560,16,1,0,2,0,32,200,1.5293301494208134,Normal
GET,/app/login?q=admin'--,21,1,3,2,0,9,200,3.5902676389465538,RCE
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,14,200,1.47102858596776,RCE
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,95,500,1.2641764973297365,SQL Injection
GET,/app/login?q=<b onmouseover=x>,30,2,2,2,0,3,403,3.689730919049317,SQL Injection
GET,/app/login?redirect=/dashboard&ref=949,38,3,0,3,0,39,200,3.6478334038840656,Normal
POST,/app/search?q=union+jack&ref=122,32,3,0,2,0,13,200,4.967736582768062,Normal
POST,/app/login?redirect=/dashboard&ref=719,38,3,0,3,0,19,200,1.3981791815094429,Normal
POST,/app/home?id=806,16,1,0,2,0,100,200,2.7538625668632633,Normal
GET,/app/login?q=alert(1),21,1,2,2,0,34,500,4.327988242503943,SQL Injection
GET,/app/home?id=916,16,1,0,2,0,88,200,4.651110000426346,Normal
GET,/app/login?q=<b onmouseover=x>,30,2,2,2,0,29,200,3.6531179964783624,SQL Injection
POST,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,41,500,4.40498669648156,SQL Injection
POST,/app/home?id=220,16,1,0,2,0,30,200,1.4728958494009228,Normal
GET,/app/home?id=662,16,1,0,2,0,94,200,4.194257485514461,Normal
GET,/app/home?id=271,16,1,0,2,0,96,200,1.649283826139965,Normal
POST,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,80,403,1.9091843543990854,XSS
POST,/app/shop?filter=price>100&ref=135,34,3,1,2,0,18,200,4.74178897341929,Normal
POST,/app/home?id=564,16,1,0,2,0,63,200,1.0202052187298327,Normal
GET,/app/home?id=200,16,1,0,2,0,12,200,2.573710692712742,Normal
GET,/app/calc?formula=x*y-z&ref=557,31,3,2,2,0,63,200,2.7158959371873923,Normal
POST,/app/shop?filter=price>100&ref=871,34,3,1,2,0,19,200,4.226747987740872,Normal
GET,/app/search?q=union+jack&ref=932,32,3,0,2,0,76,200,1.893427294165083,Normal
GET,/app/login?q=alert(1),21,1,2,2,0,21,403,4.469392141575513,RCE
GET,/app/home?id=438,16,1,0,2,0,15,200,1.1552392524804542,Normal
GET,/app/home?id=360,16,1,0,2,0,76,200,1.3738780974124447,Normal
GET,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,93,200,3.6323535899356854,RCE
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,57,403,4.660664275539565,RCE
GET,/app/home?id=595,16,1,0,2,0,67,200,2.325809839296198,Normal
POST,/app/search?q=c++_programming&ref=774,37,3,0,2,0,10,200,2.4149990546240487,Normal
POST,/app/home?id=176,16,1,0,2,0,62,200,4.891692203743776,Normal
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,50,200,4.187451442222519,SQL Injection
POST,/app/home?id=886,16,1,0,2,0,89,200,4.982590183582852,Normal
GET,/app/login?q=id=1',18,2,1,2,0,55,200,1.207245769869449,SQL Injection
GET,/app/contact?email=user@mail.com&ref=993,40,3,1,2,0,21,200,4.958918490094594,Normal
POST,/app/profile?name=O'Brian&ref=433,33,3,1,2,0,75,200,2.2250532510776675,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,99,200,3.705489896762606,SQL Injection
POST,/app/profile?name=O'Brian&ref=205,33,3,1,2,0,96,200,1.465955598818113,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,12,403,4.723292526806511,RCE
GET,/app/home?id=380,16,1,0,2,0,34,200,3.646633536130911,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,62,500,4.7532656548747205,SQL Injection
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,16,500,3.3284512547585234,XSS
GET,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,1,500,2.300832369150269,RCE
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,77,200,1.7804633926211304,SQL Injection
GET,/app/search?q=| whoami,22,1,1,2,0,52,200,2.7143762124638373,RCE
GET,/app/shop?filter=price>100&ref=468,34,3,1,2,0,89,200,4.915956531270082,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,72,500,1.5495687884926657,SQL Injection
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,64,200,2.346674474204461,RCE
GET,/app/home?id=712,16,1,0,2,0,66,200,3.0949294831248952,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,85,200,4.114360672988939,RCE
POST,/app/login%3Fq%3Dalert%281%29,29,0,0,2,1,98,500,2.9234322861635933,SQL Injection
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,38,403,3.021609526454022,SQL Injection
GET,/app/home?id=102,16,1,0,2,0,70,200,3.5066543789177524,Normal
GET,/app/login%3Fq%3Did%3D1%27,26,0,0,2,1,86,403,2.0286191507927254,SQL Injection
POST,/app/profile?name=O'Brian&ref=216,33,3,1,2,0,92,200,4.3325581112364615,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,78,200,1.5065215769150462,RCE
POST,/app/search?q=| whoami,22,1,1,2,0,85,403,1.4094969474896,XSS
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,13,500,2.5189476467008367,XSS
GET,/app/home?id=460,16,1,0,2,0,73,200,2.7919711863705947,Normal
POST,/app/login?q=id=1',18,2,1,2,0,38,200,4.774234859809955,SQL Injection
POST,/app/contact?email=user@mail.com&ref=824,40,3,1,2,0,70,200,3.0040475695338,Normal
GET,/app/login%3Fq%3Dalert%281%29,29,0,0,2,1,28,403,3.449162549835027,XSS
GET,/app/note?txt=hello_world!&ref=997,34,3,1,2,0,27,200,1.6514696330160472,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,14,200,1.9237789727763102,RCE
POST,/app/search?q=c++_programming&ref=860,37,3,0,2,0,56,200,3.9542680489241944,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,54,403,4.84991159693722,SQL Injection
POST,/app/forum?tag=#security&ref=278,32,3,0,2,0,6,200,2.066824142130939,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,63,200,2.280641948318891,XSS
POST,/app/home?id=738,16,1,0,2,0,79,200,4.375199540535995,Normal
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,75,403,1.0660346813703416,XSS
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,14,403,2.0446631348593605,RCE
GET,/app/home?id=621,16,1,0,2,0,65,200,1.649343550629438,Normal
GET,/app/shop?filter=price>100&ref=159,34,3,1,2,0,84,200,3.612956778452142,Normal
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,11,200,4.5276534537054225,XSS
GET,/app/home?id=504,16,1,0,2,0,13,200,3.0891106816970897,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,37,200,1.319932418465986,RCE
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,13,500,1.2115468654136952,RCE
POST,/app/home?id=868,16,1,0,2,0,25,200,3.515970632670095,Normal
POST,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,27,200,2.6274033144543747,RCE
GET,/app/calc?formula=x*y-z&ref=899,31,3,2,2,0,89,200,2.3413955942791236,Normal
POST,/app/forum?tag=#security&ref=346,32,3,0,2,0,44,200,1.0427398782784878,Normal
GET,/app/home?id=904,16,1,0,2,0,12,200,1.7139762585965967,Normal
GET,/app/home?id=517,16,1,0,2,0,18,200,2.6215721013192796,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,53,200,1.1403678199778802,SQL Injection
POST,/app/calc?formula=x*y-z&ref=567,31,3,2,2,0,70,200,4.976557320280087,Normal
POST,/app/shop?filter=price>100&ref=140,34,3,1,2,0,10,200,4.924918501879601,Normal
POST,/app/home?id=36,15,1,0,2,0,78,200,3.2122637387235526,Normal
POST,/app/search?q=| whoami,22,1,1,2,0,5,500,4.66417294309349,XSS
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,61,200,4.655436240695465,XSS
GET,/app/login?q=id=1',18,2,1,2,0,45,403,3.9313868348521397,RCE
POST,/app/home?id=431,16,1,0,2,0,72,200,2.4204361494143236,Normal
POST,/app/profile?name=O'Brian&ref=284,33,3,1,2,0,62,200,4.157042074922829,Normal
POST,/app/search?q=c++_programming&ref=437,37,3,0,2,0,13,200,3.1193880932424496,Normal
POST,/app/home?id=680,16,1,0,2,0,16,200,1.6482743226942511,Normal
GET,/app/home?id=299,16,1,0,2,0,82,200,4.026805413752874,Normal
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,5,403,3.5932690297918524,RCE
GET,/app/home?id=423,16,1,0,2,0,60,200,4.813316673939135,Normal
GET,/app/login?q=id=1',18,2,1,2,0,85,403,1.4027518824358687,RCE
POST,/app/contact?email=user@mail.com&ref=461,40,3,1,2,0,46,200,3.631337648045635,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,73,200,4.052983888639957,RCE
GET,/app/login%3Fq%3Did%3D1%27,26,0,0,2,1,93,403,3.1521916681029714,XSS
POST,/app/contact?email=user@mail.com&ref=504,40,3,1,2,0,100,200,2.9710487852391885,Normal
POST,/app/home?id=709,16,1,0,2,0,83,200,4.355093381399104,Normal
POST,/app/forum?tag=#security&ref=515,32,3,0,2,0,42,200,2.5169039835596454,Normal
POST,/app/contact?email=user@mail.com&ref=564,40,3,1,2,0,58,200,3.4013355430872063,Normal
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,72,403,1.8779168618070345,RCE
POST,/app/login?q=admin'--,21,1,3,2,0,63,403,3.6695924629374264,SQL Injection
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,3,403,4.494305638951524,RCE
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,10,200,1.2896716482913537,RCE
GET,/app/home?id=918,16,1,0,2,0,90,200,4.299359097998342,Normal
GET,/app/home?id=750,16,1,0,2,0,58,200,3.5228277812713853,Normal
GET,/app/login?redirect=/dashboard&ref=739,38,3,0,3,0,23,200,1.6456768644481463,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,80,200,2.8317391517907824,RCE
GET,/app/login?q=admin'--,21,1,3,2,0,52,200,1.9711527003915692,XSS
POST,/app/login?redirect=/dashboard&ref=747,38,3,0,3,0,47,200,1.856232118353053,Normal
GET,/app/contact?email=user@mail.com&ref=406,40,3,1,2,0,93,200,1.3964885800397937,Normal
GET,/app/forum?tag=#security&ref=163,32,3,0,2,0,65,200,3.4958683261810513,Normal
GET,/app/profile?name=O'Brian&ref=799,33,3,1,2,0,74,200,1.4020502144673284,Normal
POST,/app/shop?filter=price>100&ref=285,34,3,1,2,0,93,200,4.115755527564794,Normal
POST,/app/profile?name=O'Brian&ref=993,33,3,1,2,0,41,200,1.2462611530837808,Normal
POST,/app/shop?filter=price>100&ref=844,34,3,1,2,0,27,200,1.8755128836926858,Normal
GET,/app/shop?filter=price>100&ref=667,34,3,1,2,0,30,200,2.6850354983937557,Normal
POST,/app/login?q=<b onmouseover=x>,30,2,2,2,0,88,200,3.1859694105695398,RCE
POST,/app/login?q=admin'--,21,1,3,2,0,66,500,1.0849438468315986,XSS
GET,/app/home?id=776,16,1,0,2,0,3,200,1.0843896465574256,Normal
GET,/app/forum?tag=#security&ref=759,32,3,0,2,0,66,200,1.6327203759578728,Normal
POST,/app/home?id=612,16,1,0,2,0,35,200,2.208272919610115,Normal
POST,/app/home?id=392,16,1,0,2,0,43,200,3.0838052709629844,Normal
POST,/app/login?q=id=1',18,2,1,2,0,68,200,1.2943820618765014,SQL Injection
GET,/app/home?id=797,16,1,0,2,0,33,200,4.4564386495437285,Normal
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,27,200,4.873705868831683,RCE
POST,/app/login?redirect=/dashboard&ref=287,38,3,0,3,0,30,200,2.172181258034256,Normal
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,42,403,2.607639681087739,RCE
GET,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,82,200,1.579579488341277,SQL Injection
POST,/app/login?q=alert(1),21,1,2,2,0,56,500,3.527650754522086,SQL Injection
GET,/app/search?q=c++_programming&ref=885,37,3,0,2,0,1,200,3.577480928766805,Normal
POST,/app/login?q=<b onmouseover=x>,30,2,2,2,0,31,200,4.232748563233121,XSS
POST,/app/forum?tag=#security&ref=738,32,3,0,2,0,25,200,2.820152032498817,Normal
POST,/app/calc?formula=x*y-z&ref=205,31,3,2,2,0,50,200,3.6668476902008273,Normal
GET,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,88,403,3.156864304511024,SQL Injection
POST,/app/home?id=349,16,1,0,2,0,47,200,3.1296862154634995,Normal
GET,/app/home?id=572,16,1,0,2,0,70,200,3.5364766926917013,Normal
POST,/app/home?id=639,16,1,0,2,0,62,200,2.182593760172634,Normal
POST,/app/login?redirect=/dashboard&ref=887,38,3,0,3,0,65,200,4.520116441242385,Normal
GET,/app/login%3Fq%3Dalert%281%29,29,0,0,2,1,95,403,4.3919884515308105,XSS
POST,/app/home?id=991,16,1,0,2,0,82,200,1.2493787408952293,Normal
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,60,403,4.464399308309205,SQL Injection
GET,/app/home?id=188,16,1,0,2,0,54,200,1.4653596316685449,Normal
POST,/app/home?id=549,16,1,0,2,0,72,200,2.742765921259224,Normal
POST,/app/note?txt=hello_world!&ref=779,34,3,1,2,0,77,200,3.8083096077597123,Normal
GET,/app/search%3Fq%3Dping%20-c%204%208.8.8.8,41,0,1,2,1,69,500,1.7790226898984556,XSS
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,88,403,3.534421375140803,XSS
GET,/app/home?id=940,16,1,0,2,0,47,200,2.771907926219057,Normal
POST,/app/home?id=393,16,1,0,2,0,60,200,2.5510399889697397,Normal
POST,/app/search?q=union+jack&ref=908,32,3,0,2,0,80,200,3.287144665105187,Normal
POST,/app/login?q=id=1',18,2,1,2,0,86,500,4.605019637851344,SQL Injection
GET,/app/login?q=alert(1),21,1,2,2,0,44,200,4.407952408084796,SQL Injection
GET,/app/home?id=684,16,1,0,2,0,39,200,4.7234001832664285,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,68,200,4.609316426769723,SQL Injection
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,75,403,3.5993315082823325,XSS
POST,/app/login?q=admin'--,21,1,3,2,0,45,500,3.048603530708838,SQL Injection
GET,/app/home?id=171,16,1,0,2,0,19,200,2.6505220479188885,Normal
GET,/app/home?id=645,16,1,0,2,0,41,200,1.5610714642727275,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,50,500,1.6293006124899367,SQL Injection
GET,/app/login%3Fq%3Did%3D1%27,26,0,0,2,1,22,403,4.281077755838362,RCE
GET,/app/search?q=| whoami,22,1,1,2,0,97,403,4.750216027326857,XSS
GET,/app/home?id=352,16,1,0,2,0,83,200,3.9753631090333785,Normal
GET,/app/home?id=99,15,1,0,2,0,63,200,4.092995826881914,Normal
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,48,403,3.6350854496419402,SQL Injection
GET,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,90,403,4.839848330961152,SQL Injection
POST,/app/login?q=admin'--,21,1,3,2,0,23,200,4.420258141569768,SQL Injection
POST,/app/calc?formula=x*y-z&ref=795,31,3,2,2,0,92,200,2.522061169942822,Normal
POST,/app/home?id=665,16,1,0,2,0,77,200,3.899738024163087,Normal
GET,/app/home?id=848,16,1,0,2,0,41,200,1.0585763259681964,Normal
GET,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,24,200,4.427993566565123,SQL Injection
GET,/app/contact?email=user@mail.com&ref=471,40,3,1,2,0,47,200,3.795827520970084,Normal
POST,/app/home?id=981,16,1,0,2,0,65,200,2.289951924040808,Normal
GET,/app/profile?name=O'Brian&ref=984,33,3,1,2,0,84,200,3.893695780702382,Normal
POST,/app/search?q=c++_programming&ref=126,37,3,0,2,0,64,200,2.163632151004144,Normal
POST,/app/search?q=union+jack&ref=485,32,3,0,2,0,5,200,2.6782125403448287,Normal
POST,/app/home?id=342,16,1,0,2,0,43,200,1.5398003025178637,Normal
POST,/app/login?redirect=/dashboard&ref=736,38,3,0,3,0,22,200,4.829985687754142,Normal
GET,/app/home?id=315,16,1,0,2,0,26,200,3.9710091058382506,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,20,403,2.790970957743994,XSS
GET,/app/forum?tag=#security&ref=759,32,3,0,2,0,52,200,2.0063223903705136,Normal
GET,/app/search%3Fq%3Dping%20-c%204%208.8.8.8,41,0,1,2,1,74,200,4.8119193909918625,RCE
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,5,500,4.812669649108214,RCE
POST,/app/forum?tag=#security&ref=846,32,3,0,2,0,99,200,3.678595035704849,Normal
GET,/app/calc?formula=x*y-z&ref=120,31,3,2,2,0,19,200,4.802031749233813,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,51,500,1.597166634083686,RCE
POST,/app/home?id=666,16,1,0,2,0,81,200,1.0465449685990649,Normal
POST,/app/home?id=907,16,1,0,2,0,38,200,2.600681224787217,Normal
GET,/app/home?id=129,16,1,0,2,0,86,200,3.1871595826092687,Normal
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,88,200,1.0796168520684404,SQL Injection
GET,/app/search?q=| whoami,22,1,1,2,0,87,200,1.5360576017003496,RCE
GET,/app/login?q=alert(1),21,1,2,2,0,14,500,2.4236269945347333,XSS
GET,/app/forum?tag=#security&ref=566,32,3,0,2,0,9,200,1.9158438452667617,Normal
GET,/app/shop?filter=price>100&ref=197,34,3,1,2,0,45,200,1.5794654169262987,Normal
GET,/app/contact?email=user@mail.com&ref=510,40,3,1,2,0,57,200,1.449186209419553,Normal
GET,/app/home?id=717,16,1,0,2,0,4,200,3.302856892519036,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,74,500,3.1186645882566824,XSS
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,63,403,3.926335984687175,XSS
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,67,403,3.1197236323098316,SQL Injection
POST,/app/home?id=410,16,1,0,2,0,37,200,2.3723911022811657,Normal
GET,/app/profile?name=O'Brian&ref=487,33,3,1,2,0,11,200,2.646050556762989,Normal
GET,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,78,500,4.433413574114946,SQL Injection
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,66,403,2.641461306627622,RCE
GET,/app/shop?filter=price>100&ref=559,34,3,1,2,0,46,200,4.942817700608924,Normal
GET,/app/search?q=c++_programming&ref=219,37,3,0,2,0,61,200,3.7179746143315118,Normal
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,76,500,3.29797784088132,XSS
POST,/app/forum?tag=#security&ref=815,32,3,0,2,0,14,200,1.9437783739322376,Normal
GET,/app/login?q=id=1',18,2,1,2,0,3,500,1.9281201143274855,RCE
GET,/app/home?id=78,15,1,0,2,0,100,200,2.4618096919211547,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,53,403,2.0072004483216523,SQL Injection
POST,/app/search?q=union+jack&ref=449,32,3,0,2,0,58,200,1.34136205048924,Normal
POST,/app/home?id=118,16,1,0,2,0,6,200,4.026974156745739,Normal
GET,/app/login?q=id=1',18,2,1,2,0,97,500,3.734864398874334,RCE
POST,/app/home?id=882,16,1,0,2,0,88,200,2.1421556229566345,Normal
POST,/app/forum?tag=#security&ref=868,32,3,0,2,0,93,200,1.3408569339774674,Normal
POST,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,100,500,3.9267376687440634,XSS
POST,/app/calc?formula=x*y-z&ref=469,31,3,2,2,0,83,200,2.1131309636217313,Normal
POST,/app/search?q=c++_programming&ref=152,37,3,0,2,0,50,200,1.0510721212495153,Normal
GET,/app/contact?email=user@mail.com&ref=926,40,3,1,2,0,50,200,3.6116765810320954,Normal
GET,/app/home?id=665,16,1,0,2,0,16,200,1.814908805398288,Normal
GET,/app/home?id=822,16,1,0,2,0,10,200,3.2521253467839073,Normal
POST,/app/forum?tag=#security&ref=526,32,3,0,2,0,58,200,3.0708704531443756,Normal
GET,/app/home?id=988,16,1,0,2,0,94,200,4.469799264437311,Normal
POST,/app/home?id=755,16,1,0,2,0,49,200,1.5846778890953486,Normal
POST,/app/search?q=union+jack&ref=846,32,3,0,2,0,74,200,1.719668792702406,Normal
POST,/app/login?redirect=/dashboard&ref=792,38,3,0,3,0,72,200,2.2721697496595876,Normal
GET,/app/contact?email=user@mail.com&ref=964,40,3,1,2,0,58,200,3.3621705429568047,Normal
GET,/app/home?id=363,16,1,0,2,0,57,200,3.472228601787372,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,80,200,2.422749124645908,RCE
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,47,500,4.5912771888003405,RCE
GET,/app/login?q=id=1',18,2,1,2,0,32,403,4.737501584387889,XSS
POST,/app/calc?formula=x*y-z&ref=952,31,3,2,2,0,36,200,4.545429942666795,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,93,500,4.6780069531606205,XSS
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,37,403,4.182646766869232,RCE
POST,/app/home?id=725,16,1,0,2,0,56,200,1.6684055266172755,Normal
GET,/app/forum?tag=#security&ref=381,32,3,0,2,0,18,200,2.2235426635545665,Normal
GET,/app/home?id=998,16,1,0,2,0,47,200,4.43429086343029,Normal
GET,/app/login%3Fq%3D%3Cb%20onmouseover%3Dx%3E,42,0,0,2,1,36,200,2.0434599100805753,XSS
GET,/app/search?q=c++_programming&ref=511,37,3,0,2,0,35,200,3.8367662350579907,Normal
POST,/app/home?id=3,14,1,0,2,0,15,200,3.304369360740859,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,35,200,2.0196764313633304,XSS
POST,/app/login?q=alert(1),21,1,2,2,0,19,500,3.4173901387477974,XSS
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,82,403,3.1511061037867294,RCE
GET,/app/home?id=747,16,1,0,2,0,58,200,1.5052866158539007,Normal
GET,/app/note?txt=hello_world!&ref=548,34,3,1,2,0,16,200,2.8437393927407477,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,36,500,2.716678953396846,XSS
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,59,200,3.795555973585392,SQL Injection
GET,/app/home?id=969,16,1,0,2,0,3,200,4.631032863232235,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,68,500,1.2711429520584323,SQL Injection
POST,/app/search?q=| whoami,22,1,1,2,0,39,200,1.2110135610510966,XSS
POST,/app/contact?email=user@mail.com&ref=175,40,3,1,2,0,57,200,3.360092325271618,Normal
GET,/app/shop?filter=price>100&ref=185,34,3,1,2,0,89,200,2.5915678611019373,Normal
GET,/app/note?txt=hello_world!&ref=111,34,3,1,2,0,63,200,2.931045573420448,Normal
POST,/app/search?q=| whoami,22,1,1,2,0,6,200,2.8794380330193947,SQL Injection
GET,/app/login?q=id=1',18,2,1,2,0,62,403,4.802159662235373,RCE
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,83,403,3.690399420759359,SQL Injection
GET,/app/home?id=180,16,1,0,2,0,47,200,4.613511924441747,Normal
POST,/app/shop?filter=price>100&ref=269,34,3,1,2,0,95,200,4.759430416934442,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,19,500,2.4589458191300144,RCE
